distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period)
0.266285714,61,26,11.2,2,10,63,18,29.97
0.082058414,66,29,10.7,1,10,50,13,29.91
0.639130435,50,18,7.9,2,10,83,5,29.91
0.062572422,57,30,10.4,2,10,56,16,29.9
0.069828722,63,21,10.5,1,10,63,15,29.76
0.158024691,57,26,10.4,3,10,70,5,29.96
0.350620068,62,26,14,4,10,84,11,29.94
0.656716418,60,26,7.9,1,10,86,0,29.99
0.204506066,49,6,6.4,1,10,55,7,30.23
0.060502283,58,27,11.8,3,10,65,14,29.95
0.76843318,56,28,10.6,4,9,86,8,30
0.82616179,54,6,7.4,0,8,83,5,30.02
0.493569132,62,30,5.2,1,10,55,11,30.11
0.131034483,49,17,3.5,4,8,86,6,30.3
0.671963678,64,26,8,3,10,78,6,29.96
0.326027397,63,27,14.4,2,10,70,24,29.96
0.937411095,67,27,9.5,3,10,84,10,29.94
0.12962963,48,14,12.3,3,10,80,11,30.04
0.573789847,57,27,23.5,1,10,80,20,29.96
0.657407407,60,29,11.3,1,6,93,17,30.08
0.697247706,51,18,11.8,3,10,83,6,30.02
0.55912744,60,30,11.4,1,10,86,9,29.85
0.685185185,48,14,12.3,3,10,89,7,29.98
0.613947696,68,29,9.2,4,10,90,0,29.91
0.474167623,60,30,11.4,2,10,80,11,29.85
0.452307692,68,29,4.6,0,8,80,0,30.05
0.354094579,52,25,13,4,9,86,11,30
0.675367047,60,28,5.9,4,10,96,8,30.27
0.051977401,65,32,8.1,1,10,62,8,29.81
0.264775414,62,28,12.8,2,10,70,24,29.92
0.833125778,75,31,5.5,0,10,61,3,30.04
0.415517241,54,15,3.5,1,6,86,6,30.17
0.097891566,56,27,11.5,2,10,72,21,30.05
0.168079096,65,29,6.9,2,10,70,3,30.05
0.668957617,73,30,10.4,1,10,81,11,29.87
0.793802145,59,27,16.8,4,7,93,17,30.16
0.168812589,64,26,14.4,3,10,81,13,29.84
0.415517241,51,3,3.6,1,10,86,0,30.24
0.266895762,62,30,7.2,3,10,55,14,29.96
0.378461538,68,29,4.6,0,10,28,6,29.98
0.703204047,54,15,2.7,0,9,89,5,30.05
0.681365576,67,27,9.5,4,10,87,6,29.92
0.555808656,61,28,12.9,3,10,80,7,29.88
0.559109875,59,20,8.6,3,10,87,8,30.26
0.474712644,60,30,10.5,1,10,70,20,29.84
0.565774156,59,28,14.4,2,10,90,5,29.94
0.156321839,60,30,13,1,10,73,13,30.05
0.359589041,61,28,14.6,1,10,75,10,29.99
0.160756501,62,28,12.8,3,10,75,13,29.99
1.013953488,55,29,9,1,9,93,8,30.16
0.404069767,54,20,17.3,3,10,55,24,29.86
0.208191126,57,12,2.8,2,10,75,0,30.12
0.258173619,63,27,23.3,2,10,65,36,29.73
0.575406032,59,27,13.7,4,10,90,13,29.96
0.78077374,58,29,12.9,4,10,96,14,30
0.285539216,55,26,14.8,1,10,62,22,30.02
1.024711697,50,28,18.7,4,10,71,16,30.15
0.405835544,61,29,11.4,4,8,84,3,29.87
0.459977452,67,29,10.7,0,10,65,18,29.73
0.142857143,57,19,20.8,4,1.5,86,22,29.9
0.285012285,52,26,18,1,10,64,28,30.15
0.060160428,59,28,12.1,1,10,55,11,29.94
0.790035587,58,28,16.8,0,10,83,17,29.95
0.176838811,59,16,8.6,4,7,84,0,29.9
0.488853503,55,29,13.3,3,10,64,22,30.13
0.100151745,64,28,4,1,10,46,3,30.13
0.986445783,56,27,11.5,3,10,83,0,30.05
0.663656885,66,30,11.5,1,10,80,13,29.78
0.764908257,61,31,8,1,10,90,8,29.88
0.671177267,52,27,10.7,0,10,83,0,30.25
0.825980392,67,30,8.5,0,10,83,3,29.94
1.011864407,55,34,2.1,3,10,80,3,29.94
1,56,32,3.1,0,9,80,0,30.14
0.541994751,64,31,5.8,1,10,73,6,29.72
0.19895288,43,5,9.3,3,10,74,7,29.97
0.691943128,63,28,13,2,10,84,10,30
0.760451977,62,30,13.3,0,10,84,9,29.8
0.72611465,55,16,10.3,2,10,80,14,29.9
0.841514727,61,30,12.3,2,10,90,11,29.96
0.555808656,60,28,12.2,3,10,93,3,29.92
0.366766467,70,31,4.4,1,10,24,11,29.96
0.839397742,57,28,12.1,1,10,80,11,30.24
0.05107832,62,27,15.8,0,10,51,22,30.03
0.826993865,65,30,11.1,1,10,83,7,29.9
0.668957617,70,28,10.6,0,10,65,9,29.89
0.060377358,63,29,9.8,1,10,66,6,29.96
0.630154639,72,29,6.8,0,10,49,0,29.87
0.805555556,60,18,11,3,10,87,10,29.97
0.515037594,59,30,8.3,1,10,75,10,30.05
0.207482993,53,24,3.9,4,10,83,5,30.24
0.854907539,67,27,9.5,2,10,90,16,29.92
0.675749319,49,29,22.1,4,10,77,20,30
0.368975904,56,27,11.5,3,10,83,18,30.05
0.307479224,58,28,9,2,10,78,15,30.24
0.191637631,47,28,21.1,2,10,57,28,29.81
0.063529412,58,27,16.6,3,10,40,24,30.07
0.350620068,59,26,18.8,2,8,75,6,29.75
1.003220612,54,32,1.9,0,10,86,0,30.13
0.370772947,60,18,11,4,10,81,5,30.04
0.101200686,56,28,6.9,3,9,81,9,30.2
0.870925684,75,30,8.6,1,10,57,6,29.78
0.197207679,47,20,8.7,3,10,74,8,30.13
0.085209003,62,30,5.2,0,9,84,3,30.22
0.35600907,61,29,14.4,4,9,81,9,29.94
0.127465857,53,16,3,1,10,83,6,30.22
0.73255814,53,2,2.6,4,4,93,0,29.98
1.10652921,49,1,3.8,0,7,86,8,30.16
0.097305389,70,31,4.4,1,10,61,5,30
0.094276094,56,17,4,1,8,72,7,30.06
0.364583333,68,29,6.4,1,10,34,18,30
1.125217391,50,34,4.6,1,10,93,7,30.19
0.678899083,51,18,11.8,4,4,80,14,29.74
0.132075472,48,4,3.8,3,2.5,83,5,30.22
0.666146646,56,30,8.3,2,10,90,11,29.94
0.145427286,56,15,9.4,4,4,90,7,29.99
0.464367816,60,30,13,1,10,83,20,29.99
0.310393258,52,27,11.5,1,10,72,24,30.09
0.993630573,55,16,10.3,2,10,72,8,29.89
0.480836237,57,27,12.3,2,10,75,11,29.91
0.194677871,51,27,12.9,4,10,66,17,30.08
0.668571429,62,28,16.1,0,10,78,17,30.05
0.42172524,53,20,4.5,4,6,89,5,29.97
0.175461741,56,27,19.3,1,10,54,10,30.02
0.153354633,53,20,4.5,4,4,78,0,29.95
0.052568698,66,26,14,1,10,59,17,30.01
0.785714286,64,28,9.7,1,10,84,8,29.85
0.161449753,50,28,18.7,3,10,72,21,30.05
0.828125,50,29,4.9,1,10,75,13,29.99
0.063511831,75,31,5.5,1,10,60,6,30
0.059023837,64,26,8,3,10,51,14,29.95
0.474178404,62,27,12.8,3,10,84,15,29.84
0.561849711,59,27,10.2,3,10,83,0,29.89
0.318918919,62,24,9.6,0,10,54,17,30.01
0.164725458,55,4,2.4,4,10,67,0,29.98
0.503484321,47,29,4.9,2,10,52,0,30.26
1.06445993,47,29,4.9,0,10,71,10,30.04
1.140869565,53,27,9.4,4,10,90,7,29.85
0.198019802,50,28,5.9,1,10,74,5,30.07
0.740680713,52,29,4.8,0,10,77,9,30.2
0.941269841,58,20,10.6,2,10,86,0,30.06
0.517721519,71,29,9.8,3,10,47,22,29.95
0.064209275,61,28,15.3,0,10,54,23,30.01
0.496991576,59,23,9.8,3,10,87,6,30.08
0.938253012,55,14,6.9,1,10,83,3,30.06
0.823734729,49,12,5.1,4,4,100,10,29.9
0.20173913,49,29,15.9,3,10,51,20,29.87
0.164794007,63,29,14.7,2,10,73,17,29.89
0.177954847,57,32,15.4,1,10,36,13,30.11
0.770547945,62,28,13.3,4,10,90,18,29.99
0.768792711,60,26,14.7,3,10,83,16,29.95
0.664399093,61,29,14.4,2,10,83,15,29.98
0.207705193,55,28,6.6,1,10,37,0,30.11
0.07967033,66,29,7.3,1,10,34,16,29.99
0.536458333,77,29,8.5,0,10,51,15,29.76
0.605392157,67,30,8.5,1,10,83,3,29.93
0.71331058,57,12,2.8,4,4,96,5,30.17
0.407456724,60,28,11.7,4,10,86,5,29.9
0.289141414,62,30,12.1,1,10,70,23,29.98
0.451140065,54,10,4.8,0,10,34,5,30.29
0.154285714,62,28,16.1,2,10,65,14,30.07
0.161856964,57,28,12.1,3,10,67,6,30.26
0.135761589,54,32,2.7,4,6,96,0,30.05
0.148606811,49,21,8.1,2,10,57,10,29.96
0.925666199,61,30,12.3,1,10,90,13,29.92
0.773015873,58,20,10.6,3,10,87,13,29.85
0.895086321,57,32,15.4,0,10,42,28,30.01
0.083860759,62,23,8.1,3,10,78,0,30.07
0.150282486,62,30,13.3,1,10,70,15,29.82
0.829813665,74,29,6.7,1,10,70,0,29.95
0.146084337,55,14,6.9,4,10,83,0,30.04
0.825035562,49,29,13.2,0,10,68,8,30.16
0.583529412,65,27,13.6,4,10,84,8,29.84
0.062863795,59,29,15.6,3,10,63,15,29.9
0.057827927,51,28,9.5,1,10,62,14,30.1
0.715670436,51,28,5,1,10,89,3,30.17
0.924332344,56,17,7.6,3,10,83,6,30.07
0.553916005,64,26,8,4,10,78,6,29.88
0.052318668,64,27,11.5,1,10,59,15,30
0.061251664,54,28,19.6,1,10,46,22,29.97
0.452614379,49,27,4.7,1,10,67,16,30.32
0.565585331,51,28,9.5,1,10,83,17,30.1
0.751304348,51,30,3.2,3,9,93,0,30.26
0.824742268,53,33,3.7,3,9,86,6,30.09
0.422316384,65,29,6.9,2,10,83,0,30.04
0.207191781,53,28,6.9,4,4,86,9,30.14
0.85787452,63,27,13.9,4,10,93,11,29.86
0.162251656,54,32,2.7,4,1.5,96,0,30.03
0.667808219,61,28,14.6,3,10,87,22,29.99
0.717990276,52,29,4.8,0,10,83,6,30.3
0.746166951,59,9,9.5,1,10,58,9,30.28
0.060779817,61,31,8,1,10,63,6,29.89
0.788395904,48,3,2.7,2,10,51,3,30.32
1.052805281,52,27,10,4,10,69,13,30.17
0.142446043,52,28,12.6,3,10,64,17,30.13
0.459367946,70,30,11.6,1,9,70,15,29.78
0.195462478,43,29,2.3,2,10,61,0,30.33
0.808683853,60,26,7.9,0,10,67,6,29.98
0.618867925,63,29,9.8,4,10,83,5,29.96
0.429319372,43,5,9.3,4,4,93,9,29.93
0.515358362,57,12,2.8,1,10,54,0,30.1
0.601705238,67,28,21.2,2,10,90,15,29.94
0.941344778,64,26,14.4,4,9,93,15,29.73
0.166666667,64,28,9.7,3,10,68,3,29.84
0.172205438,58,27,13.3,1,10,67,11,30.2
0.051194539,62,27,12.9,2,10,65,22,29.97
0.758229285,62,28,10.6,2,10,80,0,29.93
0.486194478,64,27,16.1,1,10,81,20,30.02
0.099697885,58,27,13.3,2,10,58,16,30.17
0.420091324,50,7,3.8,4,10,62,0,30.19
0.483832335,66,27,12.9,2,10,73,20,30.02
0.726715686,55,26,14.8,3,10,77,14,30.02
0.08852459,66,10,6.5,0,10,52,7,30.14
0.270520231,59,27,10.2,2,10,65,24,29.89
0.976525822,46,22,10.4,1,10,73,6,30.12
0.29093199,52,27,17.2,3,10,62,24,30.25
1.059336824,49,26,9.2,3,10,80,14,30.23
0.389788294,68,29,9.2,4,9,87,3,29.92
0.461625282,66,29,11,1,10,72,16,29.79
0.05758427,52,27,11.5,1,10,72,14,30.12
0.067708333,77,29,8.5,0,10,49,5,29.78
0.356413167,61,27,15.1,4,10,80,10,30.01
0.681609195,60,30,10.5,0,10,72,10,29.85
0.460750853,64,28,17.7,2,10,70,17,29.91
0.752166378,47,3,3.8,4,10,89,7,30.18
0.191933241,59,20,8.6,4,9,87,11,30.26
0.43718593,55,14,1.9,0,10,77,0,30.24
0.670068027,63,27,16,1,10,78,14,29.93
0.063882064,52,26,18,1,10,57,23,30.16
0.096121417,54,15,2.7,3,3,83,6,30.07
1.025684932,53,28,6.9,0,6,93,0,30.13
0.100456621,68,14,2.7,0,10,17,0,30.04
0.056899004,49,29,13.2,1,10,45,15,30.12
0.666218035,57,27,15.7,2,10,90,10,30.05
0.737391304,49,29,15.9,4,9,69,22,29.85
0.985099338,64,9,1.2,1,8,83,0,30.1
0.409395973,60,28,12.6,4,7,90,7,30.01
0.723664122,69,31,4.3,0,10,62,0,30.02
0.672998643,49,29,13.5,0,10,70,5,30.33
0.511919699,61,27,8.1,1,10,75,14,29.94
0.64713715,60,28,11.7,3,10,83,8,29.87
0.356228172,59,28,14.4,3,10,80,11,29.97
0.722891566,54,6,7.4,2,10,80,13,30.05
0.54816825,49,29,13.5,1,10,64,16,30.26
0.166237113,72,29,6.8,0,10,64,0,29.92
0.052154195,61,29,14.4,1,10,59,20,29.95
0.089337176,66,28,10.5,0,10,59,3,30.05
0.439522998,59,9,9.5,2,10,48,8,30.29
1.042553191,47,36,6,0,10,66,5,30.51
0.913362702,55,10,3.1,3,10,77,6,30.11
0.812274368,67,30,9.8,1,9,87,7,30.02
0.702280912,64,27,16.1,1,9,87,18,30.03
0.473067916,61,29,14.2,1,10,87,20,29.88
0.942976356,59,20,8.6,4,10,90,13,30.17
0.15158371,65,31,8.6,1,10,70,5,29.84
0.154109589,62,28,13.3,3,10,68,13,30.02
0.778220452,57,32,15.4,0,10,71,9,30.1
0.115183246,43,5,9.3,3,10,86,10,29.99
0.674259681,61,28,12.9,3,10,80,11,29.93
1.137870855,49,12,5.1,4,10,96,10,29.87
0.938291139,62,23,8.1,4,10,90,9,29.93
0.553551297,61,27,15,4,10,84,9,29.89
0.523017903,54,27,18,3,10,83,16,30.16
0.888235294,63,32,13.4,1,10,27,7,30.19
0.084394904,55,29,13.3,3,10,69,13,30.13
0.147239264,51,15,12.6,3,10,74,11,29.61
1.113989637,46,4,4.2,3,9,86,7,30.25
0.703971119,67,30,9.8,1,10,84,9,29.96
0.292838875,54,27,18,3,10,67,23,30.15
0.624203822,56,27,17.5,4,10,90,20,30.23
0.483080513,74,30,9,2,10,65,18,29.88
0.09672619,68,29,6.4,1,10,40,0,30.03
0.383863081,63,26,19.3,1,10,72,17,29.97
0.968944099,49,22,6,3,10,89,3,30.09
0.184032476,52,27,10.7,0,10,67,6,30.29
0.782608696,58,27,10.2,4,5,93,16,29.91
0.053047404,63,29,9.8,1,10,61,9,29.91
0.66552901,62,27,12.9,0,10,72,7,29.93
0.552542373,63,26,16.3,4,10,78,10,29.94
0.133655395,54,32,1.9,0,10,42,3,30.23
0.787878788,59,26,13.1,4,10,87,13,29.93
0.500869565,51,30,3.2,2,10,72,0,30.22
0.293589744,54,27,15.8,2,10,64,29,29.88
0.267816092,60,30,10.5,2,10,51,18,29.84
1.062176166,46,4,4.2,4,10,77,0,30.22
0.170896785,56,13,3.2,1,10,70,6,30.12
0.36744186,60,26,13.6,3,10,86,8,29.92
0.183074266,44,30,5.2,3,10,54,7,30.05
0.780292943,54,28,19.6,0,10,42,13,30.01
0.65893588,65,28,10.3,4,10,90,8,30.01
0.482676225,66,26,14,3,10,70,13,29.96
0.205546493,60,28,5.9,3,9,84,3,30.26
0.665697674,54,20,17.3,3,10,64,20,29.85
1.123938879,56,29,7.2,4,10,83,8,30.2
0.157212318,52,29,4.8,0,8,75,3,30.25
1.062827225,48,26,8.9,2,10,83,7,29.83
0.952904239,65,15,13,3,10,78,11,30.06
1.075928918,57,28,19.3,2,10,83,25,29.96
0.46422629,55,4,2.4,4,10,72,3,29.98
1.075630252,55,14,2.5,0,10,66,3,30.26
0.944267516,55,29,13.3,3,10,80,9,29.98
0.691666667,54,27,5.7,4,8,86,5,30.14
0.36,62,28,16.1,3,10,93,11,30.05
0.902406417,59,28,12.1,0,10,80,3,29.99
0.18134715,46,4,4.2,4,1.5,93,0,30.16
0.153939394,55,27,12,3,10,55,13,30.19
0.762458472,53,2,2.6,4,9,93,0,30
0.054151625,67,30,9.8,1,10,50,18,29.98
0.073825503,60,28,12.6,1,10,63,16,29.95
0.20754717,56,28,6.9,1,10,75,5,30.14
0.161712247,64,27,11.5,4,10,70,8,30.02
0.495808383,64,23,7.3,3,10,75,6,30.07
0.744067797,55,9,2.3,0,10,86,0,30.22
0.391414141,49,28,20.5,0,10,61,17,30.07
0.827826087,49,29,15.9,2,10,66,20,29.89
0.798657718,60,28,12.6,1,10,90,13,29.96
1,54,28,6,2,10,77,0,30.09
0.164417178,65,30,11.1,2,10,61,6,29.93
0.051401869,60,29,15,1,10,63,20,29.96
0.7359199,62,28,11.6,3,10,80,8,29.92
0.091666667,54,27,5.7,4,8,86,5,30.16
0.711077844,70,31,4.4,1,10,69,0,30.03
0.08869814,64,26,14.4,2,10,66,16,29.86
0.537157757,75,30,8.6,0,10,57,14,29.74
1.117647059,51,25,10.3,2,10,83,8,30
0.197207679,49,26,9.2,2,10,59,14,30.3
0.515517241,51,3,3.6,1,8,72,3,30.18
0.134087237,51,28,5,0,5,83,0,30.19
0.768844221,55,14,1.9,0,10,48,3,30.15
0.065552699,69,28,7.5,0,10,21,3,29.89
0.188445667,59,28,12.4,2,10,78,3,30.03
0.664036077,61,27,15,4,10,81,13,29.95
0.153758542,60,26,14.7,3,10,75,16,30.01
0.477079796,61,13,5.3,0,10,29,3,30.22
0.513937282,45,16,7.8,4,4,86,0,29.83
0.704391892,55,36,3.3,3,10,83,0,30.03
0.174311927,51,28,18,0,10,55,20,30
0.757609921,67,29,10.7,0,10,80,7,29.85
0.55530474,66,30,11.5,1,10,77,8,29.71
0.264236902,60,28,12.2,3,10,65,20,29.91
0.164451827,53,2,2.6,4,4,93,7,30
0.790243902,57,28,10.2,3,10,72,11,30.27
0.401832461,62,29,14.9,1,10,84,8,29.76
0.513089005,43,5,9.3,3,10,83,20,29.99
0.494623656,64,28,10.1,3,10,90,14,30.13
0.744332494,52,27,17.2,1,10,77,22,30.25
0.740418118,45,16,7.8,2,10,76,6,29.93
0.134453782,55,14,2.5,0,4,72,8,30.29
0.755775578,52,27,10,4,10,80,9,30.14
0.462857143,62,28,16.1,2,10,67,23,30.04
0.374847375,52,26,16.8,3,10,74,11,30
0.126736111,48,30,4.1,4,0.5,96,3,30.26
0.915407855,58,27,13.3,1,10,90,8,30.18
0.757609921,63,32,7.9,1,10,86,10,29.78
0.166882277,73,29,7.9,0,10,69,3,29.88
0.20777027,55,36,3.3,4,7,75,0,30.01
0.166666667,77,29,8.5,0,10,64,3,29.82
0.054545455,66,30,9.3,3,10,61,21,30.02
0.202875399,53,30,3.8,3,10,56,5,30.25
0.664399093,64,27,11,1,10,78,11,29.99
1.06271777,47,28,21.1,4,10,86,30,29.65
0.61125,69,30,3.9,0,10,74,0,30.06
0.378378378,52,26,18,3,10,77,16,30.14
0.663987138,62,30,5.2,0,10,90,0,30.24
0.6478318,54,27,25.1,3,10,86,8,29.94
0.510638298,62,28,11.6,3,10,83,11,29.91
0.341359773,66,29,7.8,3,10,59,16,29.92
1.041522491,50,33,4.9,4,10,80,6,30.06
0.660208644,55,27,5.3,4,10,96,3,30.17
0.56946039,62,30,14.7,1,10,90,9,29.88
0.413369714,65,28,10.3,4,10,84,6,30.03
0.539176627,57,32,15.4,1,10,64,18,30.06
0.689368771,57,29,9.3,0,10,86,6,30.12
0.719018405,65,30,11.1,1,10,83,16,29.89
0.404907975,51,15,12.6,4,4,89,14,29.48
0.673170732,57,28,10.2,4,10,96,7,30.17
0.527741935,56,21,9.6,2,10,75,15,30.05
0.84256927,52,27,17.2,1,10,83,15,30.22
0.567094516,74,30,9,0,10,65,0,29.87
0.803234501,59,28,12.7,2,10,78,11,29.99
0.396178344,74,29,12.4,1,10,66,0,29.91
0.491103203,58,28,16.8,3,9,75,24,29.96
0.183708839,47,3,3.8,4,6,89,0,30.14
0.74841169,78,29,6.6,1,10,45,6,29.92
0.579529737,66,29,10.1,1,10,56,16,29.89
0.134775374,55,4,2.4,4,10,75,3,30.02
1.06044905,44,30,5.2,2,10,80,3,30.01
0.098471986,56,29,7.2,2,8,87,7,30.1
0.800658979,69,14,5,1,10,38,0,30.07
0.08,69,29,8.7,0,10,66,6,29.94
0.352685051,66,27,12.6,1,10,61,25,29.92
0.777011494,60,30,13,1,10,96,11,29.99
0.696066746,66,27,12,1,10,84,10,30
0.174061433,48,3,2.7,2,10,77,5,30.43
0.3808948,73,30,10.3,0,10,75,0,29.92
0.607626076,62,29,14.2,1,10,87,7,29.87
0.258362168,64,30,13,3,10,70,23,29.9
0.480408859,59,9,9.5,1,10,42,16,30.23
0.050400916,70,28,10.6,0,10,28,13,29.95
0.264236902,61,28,12.9,2,10,51,18,29.88
0.134615385,56,32,3.1,0,4,67,6,30.1
0.86545925,73,29,7.9,0,10,72,6,29.84
0.291719745,74,29,12.4,1,10,43,30,29.82
0.376811594,58,27,10.2,3,10,93,0,30.06
0.395973154,54,28,6,2,10,83,0,30.12
0.791569087,61,29,14.2,3,10,96,15,29.96
0.688679245,63,26,11.6,4,10,87,8,29.95
0.971428571,52,26,13.4,3,10,83,6,30.07
1.126956522,51,30,3.2,1,10,90,3,30.22
0.147688839,63,27,23.3,2,10,63,21,29.77
0.516464471,49,6,6.4,1,10,67,11,30.26
0.675105485,62,28,8.4,4,10,87,6,29.96
0.356228172,59,29,15.6,3,10,90,15,29.88
0.749682338,55,27,19.6,2,10,71,17,29.97
0.255972696,64,28,17.7,1,10,53,29,29.91
0.062025316,71,29,9.8,0,10,42,13,30
0.259887006,62,26,14,4,10,65,14,29.93
0.272409779,59,28,14.4,1,10,60,32,29.94
0.298941799,57,27,12.6,2,10,52,25,30.02
0.484589041,49,11,6.6,1,10,39,6,30.26
0.385335413,56,30,8.3,2,10,70,9,29.94
0.43826087,51,30,3.2,3,9,93,0,30.28
0.625477707,74,29,12.4,1,10,57,3,29.89
1.108333333,54,27,5.7,4,10,86,8,30.16
0.377538829,66,26,14,4,10,84,7,30.01
0.424878837,51,28,5,0,10,89,0,30.16
0.758278146,54,32,2.7,4,4,96,0,30.04
0.949329359,55,27,5.3,3,10,86,5,30.08
0.582159624,62,27,12.8,4,10,90,8,29.88
0.822695035,48,27,6.3,3,10,71,6,30.09
0.059925094,63,29,14.7,2,10,63,21,29.86
0.150234742,46,22,10.4,3,10,59,8,30.21
0.49754902,67,30,8.5,1,10,72,9,29.89
0.187928669,54,27,15.6,3,9,83,10,29.97
0.906849315,63,27,14.4,3,10,87,8,29.97
0.884362681,54,27,25.1,4,10,93,28,29.97
0.187826087,51,30,3.2,3,6,86,3,30.25
0.506849315,68,29,9.2,2,10,70,15,29.82
0.511343805,49,26,9.2,2,10,59,16,30.31
0.72228989,53,27,14.5,2,10,74,11,30.17
0.064039409,53,27,24.4,1,10,55,32,30.07
0.760820046,61,28,12.9,3,10,86,8,29.89
0.406666667,61,29,9,4,10,83,5,29.9
0.381818182,66,30,9.3,1,10,84,0,30.02
0.258064516,62,30,13.7,2,10,63,21,29.93
0.342816501,67,27,9.5,3,10,76,9,29.92
0.793333333,61,29,9,1,10,83,7,29.93
0.408223201,55,10,3.1,4,10,75,5,29.96
0.12041116,55,10,3.1,4,10,69,3,30.05
0.908479139,57,27,15.7,3,10,90,17,30.08
0.382978723,60,28,6,1,10,96,0,30.22
0.091362126,57,29,9.3,0,9,81,0,30.17
0.887862797,56,27,19.3,2,10,77,26,29.98
0.271147161,57,30,10.4,2,10,60,18,29.88
0.674259681,60,28,12.2,3,10,83,16,29.9
0.172989378,64,28,4,1,10,75,0,30.2
0.433774834,54,32,2.7,4,4,96,3,30.02
0.668552036,62,26,11.2,4,10,78,10,29.94
0.416998672,57,32,15.4,1,10,40,16,30.08
0.778947368,71,30,6.4,0,10,75,3,29.86
0.163215591,67,28,21.2,1,10,63,17,29.98
0.102325581,55,29,9,3,7,78,17,30.17
0.259593679,62,27,11.2,3,10,63,18,29.94
0.984520124,49,21,8.1,3,10,80,6,29.97
0.56975381,58,29,12.9,4,10,96,6,29.97
1.061082024,43,29,2.3,1,10,73,6,30.37
0.61423221,63,29,14.7,1,10,84,8,29.83
1.100993377,64,9,1.2,1,10,78,0,30.11
0.556433409,70,30,9.7,0,10,86,7,29.88
0.052443385,66,27,12,0,10,52,18,30.03
0.165605096,56,27,17.5,1,10,65,9,30.27
0.600570613,65,19,8.5,4,10,70,14,29.76
0.427604871,52,27,10.7,1,10,80,3,30.27
0.675516224,52,32,5.2,3,10,67,0,30.1
0.469248292,60,28,12.2,2,10,72,11,29.91
0.582035928,64,23,7.3,4,7,90,3,30.03
0.774341352,70,28,10.6,0,10,83,10,30.02
0.392902408,50,29,26.6,1,10,58,16,29.97
0.994991653,57,27,6.6,4,10,90,7,30.15
0.556433409,63,29,9.8,3,10,83,13,29.91
0.468677494,59,27,13.7,3,10,83,16,29.9
0.272727273,66,30,9.3,1,10,70,18,30
0.713598075,59,23,9.8,2,10,96,8,30.11
1.029968454,63,16,12.8,3,10,75,9,30.03
0.16125,69,30,3.9,0,10,75,3,30.11
0.53125,59,23,3.5,0,10,17,6,30.02
0.412244898,63,21,7.3,1,10,80,3,29.99
0.565770863,50,28,5.9,0,10,69,16,30.02
0.364719905,59,27,16.8,1,9,90,7,30.17
0.673748103,53,16,3,0,10,93,0,30.17
0.35600907,64,27,11,3,10,78,0,30
0.165621079,61,27,8.1,1,10,68,3,29.96
0.093959732,54,28,6,2,10,72,3,30.15
0.393900889,55,27,19.6,4,10,93,15,30.13
0.667808219,62,28,13.3,3,10,83,16,30
0.416320885,66,29,10.1,1,9,90,5,29.94
0.134551495,53,2,2.6,4,4,96,0,30.02
0.983471074,63,5,2,0,10,75,0,30.08
0.675028506,59,27,10.9,4,10,90,7,29.94
0.372121212,55,27,12,3,10,74,15,30.18
0.331944444,67,29,9.3,2,10,57,21,29.88
0.664785553,66,29,11,0,10,78,15,29.8
0.351156069,65,28,10.2,0,10,55,22,30.07
0.825862069,54,15,3.5,2,10,55,0,30.19
0.992412747,64,28,4,0,10,86,3,30.17
0.409703504,59,28,12.7,4,9,83,9,29.97
0.418636996,66,29,10.7,2,9,84,6,29.93
0.113240418,45,16,7.8,4,10,74,13,29.95
0.46275395,64,26,9.6,2,10,65,11,29.95
0.94100295,52,32,5.2,2,10,69,0,30.12
0.296875,59,23,3.5,0,10,17,9,30.02
0.775132275,57,27,12.6,2,10,83,26,30
0.174770039,54,27,25.1,1,10,75,24,29.98
0.058530511,68,29,9.2,1,10,68,6,29.87
0.731788079,54,32,2.7,4,5,93,3,30.02
0.301608579,62,28,9.9,1,10,52,18,29.98
0.763306908,64,29,12.3,1,10,87,7,29.85
0.76,56,21,9.6,2,10,75,7,30.07
0.827225131,43,5,9.3,3,10,83,16,30.02
0.306629834,58,29,8,3,10,61,17,30.1
0.145762712,63,26,16.3,4,9,70,14,29.99
0.694490818,57,27,6.6,3,10,90,3,30.16
0.628534704,69,28,7.5,0,10,77,5,29.85
0.764032073,62,30,7.2,3,10,90,7,29.94
0.404074703,56,29,7.2,4,8,90,6,30.05
0.059539919,52,27,10.7,1,10,60,17,30.23
0.131868132,48,29,16.2,3,10,59,21,29.96
0.496332518,63,26,19.3,2,10,75,15,29.94
0.563781321,60,26,14.7,3,10,90,11,29.96
0.964539007,48,27,6.3,0,10,65,5,30.17
0.287671233,75,31,5.5,2,10,18,11,29.94
1.03327787,55,4,2.4,2,10,83,0,30.04
0.280940594,65,30,8.6,1,10,63,17,29.82
0.792401628,49,29,13.5,0,10,74,14,30.28
0.492271106,61,28,15.3,1,10,69,25,29.93
1.11409396,54,28,6,1,8,100,0,30.09
0.096283784,55,36,3.3,4,7,87,7,30.05
0.707006369,55,16,10.3,4,10,90,8,29.91
0.354744526,57,29,17.6,2,10,46,29,29.91
0.998324958,55,28,6.6,0,10,83,3,30.2
0.386430678,52,32,5.2,3,10,74,5,30.23
0.926086957,50,18,7.9,2,10,71,10,30.07
0.513605442,53,24,3.9,4,7,78,3,30.2
0.415748031,50,23,9,3,10,93,3,29.9
